Wallet address,Custom mint limit (optional),Custom price in native token e.g. ETH (optional)
0x1c1938c43adf2e5cc39bedc2cb24c5b94e18a27f,1,0
0x1cee663d9288b4d46727d785a157b8b7d69778da,1,0
0x1d0ef40847639fcb0b4562a6014c332efe717805,1,0
0x1d21c42d5b0f2b712bf56265bb2a1611dc41e11f,1,0
0x1d3dfa884db03a06a79f5c83834fe65f7ddd10bf,1,0
0x1d8ac47ff28c38a984828afd0859db0643f74469,1,0
0x1d8b48d43a79b587509588c7e4b125db36f35c96,1,0
0x1e0bd2db8528abb1c956c6593f091b249908be6f,1,0
0x1e15a7eaa8f6f7248b7e339aaa2257e7e9ed5862,1,0
0x1e686d643a51af8ee4382ea7089b8a7169f51eca,1,0
0x1e756adf0b4172151a98e2c2f83ac9d236ca6e36,1,0
0x1ed17d614f0025a67487594fe2f93fa8983eac12,1,0
0x1f31ea6fcc7d4ab6357e5b3a8dce9d53a4f6aadb,1,0
0x1fb8582cab7812210d7cbf11c2a6452134d2c693,1,0
0x1feb23b2127f187d0054d086e695429800df6d49,1,0
0x201c1fd7fe7f34ec30c8c5d485e4b9d51706444e,1,0
0x20516c76848f88a1255c782cf911efacc8e9f8d0,1,0
0x209a51363c9ab9725717e2c402419239183e9d8e,1,0
0x20a69799580ed453838d21a574b0e5c3ab30a04f,1,0
0x20cc17733b58764ce62256f8b7449ce96f3c0f69,1,0
0x21227611e26e6da3888c7c03cf61f1f2126ead00,1,0
0x21c700d837ea3a4ee2480279a51527ccbaa03051,1,0
0x21cb1b9f75e575efb2394fcfab3ea2f4c91212d6,1,0
0x21efc27840691c660765e409bd9ab271b0b216b4,1,0
0x2214ca234ae9d6efdba8812387256950e5d23e5f,1,0
0x2218fa46c15d627e8aac56ca678b47e1c89ab057,1,0
0x228f244ce48dbcc87881257e26ac59e9e08f603f,1,0
0x22d4979167051175c845c86f44207ba1f408dec6,1,0
0x22db23a5916f852f945eb7b8b9ba49822b0616d8,1,0
0x22df26f61a297f8c8c52c56783ad2ff4781e5579,1,0
0x2333c0f3d45fb00162d63aef9fd24ba4fd9c1be9,1,0
0x2344d6ccad132f199944ef1e5366c50a4e2e09bd,1,0
0x234b462880ce5f46e98a528fb7635443ccc44a86,1,0
0x2362d49e7558c8eefecc7f05e4110cc6fcaddc02,1,0
0x237742b27f1ee8bf3617088000c97e5a96632dfa,1,0
0x23a6b7be86ea17b9f001a5e02c14be35a1fd788e,1,0
0x23a77c0616acd9fa1da1c65387e8214ca4844989,1,0
0x23ad77f7b2cd868a2d2ec25c75b65cb0e000d6d8,1,0
0x23d4cfee90deff7a86023ea4adf2566e1a92ec2c,1,0
0x23f0347689a19e580b70faa6d204c228eddb6741,1,0
0x24021a007f7273c57575db2d46a63a4c846f3641,1,0
0x2420b84006762f311d1fcd25f156c330c921a5d4,1,0
0x242f62c8db87d6c7328f21ed054cb4ba8cd03b1c,1,0
0x2459958af53a61bec21b4c2027cdc1c3a1258089,1,0
0x247573b60fff523eed41063aaa634a463b08876c,1,0
0x248d9b182be3cea67f50a913c30ff7399ebb73f5,1,0
0x24aea59d18bdc18f9663b0aeddbe482c212d4fe6,1,0
0x24d5f5edbc9382739952e6419310950d8a3a0155,1,0
0x24d8184492f7e380d9bc768d81ff8137773eb929,1,0
0x25182f86a01d851d01fea7af8d5e628ad4802e3b,1,0
0x255275a314bf7ff07a60c64cce40eb82c4d10816,1,0
0x255e6f85babd3355cee5e702018917c8c28c16c5,1,0
0x25c684378928128ac29bda6c5765f5718c25519a,1,0
0x25f66e8be3562ccc1f5ec08a296459c322505614,1,0
0x25f9bee1a64d8fe5ccc507ea06d81291572932ab,1,0
0x2625cabf3e4460745f74821c860a14155e238eb7,1,0
0x263ecc79403dffde8237d7524e2dac0a3a08ecc8,1,0
0x266ab7586473e4efeefb9df46b47fa23832debad,1,0
0x26a6055382db9d715d179ba7f147cb962b5c096c,1,0
0x272738e782c0e363d19f63c8cf05938c9501eaec,1,0
0x27357894390dbf768709074f5c5e7dc239ffc476,1,0
0x27b67e3845be252924a8e4c73bb62bbffd92593f,1,0
0x27c263959577399f84fbc39169ed141ed5de070f,1,0
0x2825861682f978d5df5044c42df6a7fa56f43933,1,0
0x286898dab5c1ad1b7e184d9cccaa3a78cdcc499c,1,0
0x28f1d069cff1240b54056868522c3b5e149140de,1,0
0x28f5c80f3283869db8d98123a80df3eed3bd90ea,1,0
0x28f622381b7fb166bc2c88c63909cb67cdaf645a,1,0
0x299523b593cc2861fb2d9192df6ea308c084e81c,1,0
0x29ab11d00103c270270d426241747b518d2d895e,1,0
0x29bdb512b5ecdde3d537e72c60f26925ee847222,1,0
0x2a9028e4d42fe0d963eaec1dd1337061e87f56e9,1,0
0x2aafba1d57813c0c0fa9cc4834b10b82f3492dce,1,0
0x2ac46730d18ea9e49e48455b40f09f62fb95ba7b,1,0
0x2ac58052ffa859108a74869ba9b788e2b504db8a,1,0
0x2ad43fda15b31d5ba2430f9738fd7cac01afd454,1,0
0x2ad7fbb694f19a4d3177baafcf3a8c30996d90b8,1,0
0x2aed18f36fbdf66293f65bb5c759fdfaee0925e2,1,0
0x2afd95302c6eb52cfd04c791237df4daaf5f6df0,1,0
0x2b21fa36fc6c0c7edd8ad484e142f33848a0ec1d,1,0
0x2b7ae4a84f7ccb37699d993d2a403d0b8f89fa48,1,0
0x2bb84dc376bbcb1de75bd2310bb473206e9fc8fd,1,0
0x2c3664ece88b9c0e0a45af03ac8619537af1da51,1,0
0x2ca1b1189da88a8a2302164f254eee2453fd42a8,1,0
0x2cae428a0a1d627005c97dfbca75bf1a771b4b61,1,0
0x2cc5c3230ce768d386cdc0e68ed9c7065d92374a,1,0
0x2cf4552197d9cc1ae113c729f5ee1a90d366751a,1,0
0x2d65b540c09fb7c133472576455ed9e1c052048d,1,0
0x2dc17853edd8b90896f0dbe36549d050686623b5,1,0
0x2dedf989b1f6458b128e21ef54100b998b8c695b,1,0
0x2e51a3b7655c51e293a9c02dd86396fe7177566c,1,0
0x2e7df035d253ee157da5533cd9728a482cd43a75,1,0
0x2e96ba4439d10df23ef7fe6785300c67a73ca7ee,1,0
0x2eed3d3cfdaefc97f290d03c36b5eb5dbb2785cb,1,0
0x2ef3e752378b2ef12715076ecc7b9d40797691ad,1,0
0x2f246e1eaa9ee7b5f9254cc88f0fe7fa3e457be0,1,0
0x2f4c670be38030c4c942ba2349c9df69fc274b95,1,0
0x2f6f9964b36baf74346222d65f88247c784ae138,1,0
0x2f89746818dddaa5f818e7f8ca52c281c7760e90,1,0
0x2fa7a066ca6c6e251312a697a0e4f04934dd19f2,1,0
0x3047f26c740fb2976e807aa35536a0ff565b0eeb,1,0
0x3048d651a1a50513c7b8a2212bc1059e8ff4e5bd,1,0
0x30562f76ac08b397ae8abf2b474cf65b0863d65f,1,0
0x3063c0fb004fc15f00d86b66c9f8891bb4772182,1,0
0x30b914e52ab70a0b4615b3868edbcec42a04721b,1,0
0x30dab2fd427e99c2daab62a13fe593b32272db99,1,0
0x30e6f3317b305c46b4b3b7336a0bdfe160a91e12,1,0
0x317ee1ddca0224a0bd8313b164adfe04692314d8,1,0
0x31946ec7a25b0f13ae73bdc2463bee3cf3d49b68,1,0
0x31d8d5f99b0fb2d627cd2ad6424ae9e51ad0fb16,1,0
0x3244c50c1cbf0889ed578c55f2809020b68c0738,1,0
0x327bfed9c58be9e84017d0af329a551a051f9332,1,0
0x32a1fab990f6e8ab345a66ec788165dbe3a051f1,1,0
0x32d9fc7456efd6b1be4ca3d4677a5ceef2a0cf4d,1,0
0x32e3de845d25e7d493cc32cf1af5be55becadf88,1,0
0x33052ba597fbe66b6e30eb9e2bf8f9887bff9de2,1,0
0x3344003ae230fd48248f7a30571128306a41ee8f,1,0
0x3355720c43b5341efa8171d1deae226758b6dbb8,1,0
0x335d418f78bcf127014de56e94d61897b6eaf77b,1,0
0x33ca8d7037244408816ac80ca47340b6ced7d184,1,0
0x33e1409ca25a13dbddbf550e4cf212a1b646cfcb,1,0
0x33f2f0d2e8098a675dcd5e66b9c6e8a648d0bd65,1,0
0x33f74b453cb030f4c3b5c56feaa054ba3300ae9b,1,0
0x34182bed93a3ed2e19d5caf75a83452264dc5940,1,0
0x342c93a4675548665d691bbd65ad07304bf2394f,1,0
0x343c9579c4cf686d49da2696939c062111609d90,1,0
0x343f6049772330b453f9fa41422f966cb6fdf33d,1,0
0x347ad823532155f8e1b3431536f928da4b7587e8,1,0
0x34f8b2cda734bb309fca6afc132a8ad831362947,1,0
0x3502921955c79037e188c1c337e66fb2fa6b85ae,1,0
0x3540ff51cff07be1e4569d41555501c7b0bc9b84,1,0
0x354ee3af48467ca990f49a5d681d2ad62d606ab2,1,0
0x35bc32de5f00b5f126a45097e5034aa4a8df7339,1,0
0x3612e2fc73c42fd5e299945515c4b637c3423698,1,0
0x363eaaf8fbe156ca8a8c62c659ed15ce5e6a8295,1,0
0x3653f0783e7918bb1ceb0fd7ca6b63a92a5e6ecd,1,0
0x365548395d85d1f42f2d12545d609ca488ee112b,1,0
0x365acb3e37c712facb3d7c5d4d2320481db4ae56,1,0
0x3661c9167b2becff13b155def8b5d1c6a14f8974,1,0
0x368fd714cbc129b2bdee649a8fd259657fc13fb0,1,0
0x36af2e5676ccc7addaf75dc54afd1766b6d26f2e,1,0
0x37108375550b7eb9376f4df1b644b950649a2185,1,0
0x37122d81709ac7d277cf3aa7898ea6e13aeea249,1,0
0x3720c21ec5950872cac96b83c5d702a7e6a1703e,1,0
0x373d4810eec5f3e63c7e272f055d803fcf333ec1,1,0
0x3789c612b05eb4c1f605e3c42fccfd9a1e9c12f9,1,0
0x37f1be48413b25211f3fe98f72fd7edb01f4f0d5,1,0
0x386637cb67e2c1cafe255588a9f0723c33c00918,1,0
0x386855195da7dba0ab1ded6bccd1ed86764aea7c,1,0
0x38a49bb565b4d90cd72a623b6bdab1eb8ea920a5,1,0
0x38b0fb000792568a897638a54a1a10bed7768233,1,0
0x38effa36e2260cbc04036c4127832cdd4e8b86e4,1,0
0x395b805ad9f68923b6b21b30cbdc970bc26aaee7,1,0
0x396399b8fd4914223983aff6578350c80f3cbc05,1,0
0x3975530781db64a9f77fefaf5f459f6d59e986f6,1,0
0x39a4c45512605dd4bfaebdcedc8e77c254371554,1,0
0x39f0ad6cb63e7f500a2a45c28b6e68b4ed3f0303,1,0
0x3a3412ee1ca341bd42783e0b88eac497cbaca84d,1,0
0x3a3d0eb4c483974427dc4c821e87cc29c93034bf,1,0
0x3a70415e6218454d8e489a4a24040bf95225f7b5,1,0
0x3a782c3b19dc47ef2f7b44e0fa4dcc50ded71300,1,0
0x3adccada100e81bee91549b03124682075fa0b17,1,0
0x3add462bdd08527bbaecd2826772b746aeaea900,1,0
0x3ae29f270c152f4e8d81374e272b8a5312da52db,1,0
0x3b0f5fb4d5cbb9007d665cfb77e139b18b6a75cd,1,0
0x3b1fefdfa29d9b0425e273268f8e71725212e632,1,0
0x3c308c56ceafc51228bdae98953799c232a16524,1,0
0x3c930ce6baeecae5d69a6fb05d554219e0fc645b,1,0
0x3ca00533b43f4b9ef28cc319c678a8b04ebb41e9,1,0
0x3ca22e2f1245f5202577c77dddcddd036965632a,1,0
0x3ca5b4e228aa4327879326970d73e2687f13a24f,1,0
0x3cf37057c7d791c1b0335b5ee416ed3f5eb85b50,1,0
0x3cf410930b3e453f83004f52f60cbd4f1589b48f,1,0
0x3d34d0c45e25c56e75b9d44732a797cf8043bb05,1,0
0x3d8e4271a13d35878a87aef26e0ac7871e98d891,1,0
0x3dc2a6d7075ad06e9b4537a65ecbcb05579de19c,1,0
0x3e353b11afbb7c217d01b39733d4c1d649040597,1,0
0x3e52f21eea8e53a1917dd69a8140cee8e88f62dd,1,0
0x3f13da170a257ba2c2acbd614cd580a96ac4c0e3,1,0
0x3f3dd5faab6a82174cfb910a3bf15be667419c02,1,0
0x3f3f52821011c017cdbf7ad04af339ddbdd2e98e,1,0
0x3f72ffb28f94c4921b1261b4f394072b248a7885,1,0
0x3f7b95db1a8760491b5a8d9dc5d13c7bd84c250b,1,0
0x3fe98335789b791db5bea29ec2b3282e170666dd,1,0
0x4000cf902f8cc74611e292c6742b0a0713431cfb,1,0
0x404d4bb5e79af97660682078523e358ace4a127a,1,0
0x4056623f8873520416e1deb62aaff31bd4e20dd5,1,0
0x40aed1ed0b8bc71c74eb8679228ae40281973350,1,0
0x4147fcc1abd9fcf7df66e704f8d44df87fce412a,1,0
0x414a796b4f113b09719172e73051dbde8f95fc3b,1,0
0x4180efbcb008a756d4542df733052f4e3488b125,1,0
0x41ac6d3a96707975afde5478aaa1686c89c1dc67,1,0
0x41ed59d16f83608e7b07c9979781ba582c376ee8,1,0
0x4211b654fba877370b73e78477a8bb41622e29d7,1,0
0x42311b9c9f194cd05dcf8773855f2096f2f5e76c,1,0
0x4233ce4b463804717295b6c7bd4286b19f9da908,1,0
0x423f639528bac2d80ebf3c84962f7f7a81554542,1,0
0x42eb7173ed8dfb9da931eeed6bda5887e3d427e9,1,0
0x42fd5437aadadf7c476a47fb5fb8671db7645516,1,0
0x4303f8276fe1f709d930a6d8cdac72150eced0c4,1,0
0x4307ee45c1413e29b745b9dc063354a5ddc41716,1,0
0x43496c9a2fa138156f5cb19928fb55460a53a8d3,1,0
0x43875af687f87f02fdde419988e305c384669d94,1,0
0x438a641d6158ed0bc6c2dd8388968af7fe1d95e7,1,0
0x43cb7888034eb1d7a6fc41e8f997010d9a4c2fef,1,0
0x43f98c533ef68dab2b09bf0185159952acf5d98b,1,0
0x440f0c8a051bfcb35d6d2abe333f496f89010031,1,0
0x4413d9027c48b178e564fa4e92b01fa912c92058,1,0
0x443d84005f3f08fa7d7ac7e47fa8f333f483eff8,1,0
0x44672258ec4556ba5b45b208ad959593ff33853a,1,0
0x446a3e8dea79f232ebf35010b39578c30c8e7f94,1,0
0x455595292dde1dc712097053d786473a48a3f1cc,1,0
0x456053bfff892e4bb8196168ac1d6bc720c2559d,1,0
0x459e856dd64a0bb324619f1e30e8eb7440ce7e48,1,0
0x45a668a28ab84c670efdc96fcc859007ae657a22,1,0
0x45a9671c858670424271f4fc77520116ee8e2375,1,0
0x45cef20a3ab9a806851d19783a727c04b23303af,1,0
0x461935c02d5ae96491238138539d2db930de930f,1,0
0x462bbbd98ff9bd45f1c52cb78601d50f43851bed,1,0
0x462fca2b86aec0a404480a9eda074eae02147237,1,0
0x463027c6ee7a634fe5c69a71db2784d2ff347b92,1,0
0x467508c41bc4ab7f345fcec7244b8eebfac52891,1,0
0x46777053c7ba5042a648ed3b5cfd3120d785e41e,1,0
0x46ab6677a1231b51291f7d5af0f82e6ccf35510c,1,0
0x46ef6d86c1844b15a125cc6de8d3aaf3d2816819,1,0
0x4702215ec11839eb5fedb552ec35bc8b55ece6bb,1,0
0x4714a1abf19d39c7f86830f31e88f76d8274ac6d,1,0
0x477c5d318b296faa8533e983659805719e6a1d80,1,0
0x480182b42cb8654eed4881dad1b475e1325359b6,1,0
0x483d87134135cac1ffd39e16caef57f8f5841942,1,0
0x484ff5a8cebe55036b80f58bacd68a57f4eed98e,1,0
0x489578dc87e25313e644c18a72d51475fb854ddb,1,0
0x48b725c589438dc2d93e7ca12584fa8d4c3dc91e,1,0
0x48f7b98f6ed0b3b47c3d6f51dba9e7b27c8acdf7,1,0
0x49132e2c07703d12e79908922286207131a362a5,1,0
0x492b2c23b532b1a7f93704b6121c14a9ff51b37c,1,0
0x49a58abceb824d2b2d226a2530459ca41788a8d5,1,0
0x49ba7fc7a31b6d49e0c7edcff76c1678078ec8f2,1,0
0x4a188f6fc7ece395bc1f0158363265f612eefee2,1,0
0x4a20ea692b132efef044454e2609eba02741adb4,1,0
0x4aefb51796cf08a37c00551049deea49ce510a0b,1,0
0x4af9d89113d354b59a5508d094221a795fd079d6,1,0
0x4b31fc5d3486778394f169fcb452b1cb55c9f574,1,0
0x4b4b0ffa940fa2d495d9a158f216bfffa5517c03,1,0
0x4b563fbeb30d25d7ceeb61f9105ba5c1f11787ee,1,0
0x4b5ea95f32a769f0ab30b1603da5d6cd1784dffd,1,0
0x4bbb161c274a89d65c8962efea530dcd03eb7760,1,0
0x4bdf1c66b3e8bb1ea0759e8f972bdf47621ba8a8,1,0
0x4c4edec44b02ab904a900e4035a4d3e25348d30c,1,0
0x4c65d11332f4224628a890d6fa42a996942c2b0f,1,0
0x4c8242e1f722953b1ab275ee746aebe10857a8cd,1,0
0x4ccd718c654a52dba4ab1011151afea0859e5139,1,0
0x4cd8dbe11b619f6f4715ba3b7ea6d549526c03a2,1,0
0x4d0c77ce9ec21b0dbc72a0fb3ec2f7b677200619,1,0
0x4d1fa7bbccaafacac09193cccd7a21f4b268cd69,1,0
0x4d35785babb50b0d62ffb4c44d1b1a9649a871ee,1,0
0x4d40899a2dcb36162ad825254190e1791e684c1c,1,0
0x4d7bbf22f733a38f1c59cd52209893f4c9639f5b,1,0
0x4d879a5e9c59f577f57c82f9c7bd52ed6b52cec8,1,0
0x4dbc211ca2cb010a16c776ec36249aea99a12f81,1,0
0x4ded3e649257c6211ce9b85e80fc4f009d2b50cc,1,0
0x4e736d46462edaf103b733b58b747fad5d644467,1,0
0x4e83c90aa6ea0cf11a57a707583c4effad298f77,1,0
0x4e96f53aa1eebe7c160041e2ade9bf1decaee224,1,0
0x4e99d7dd210d2c7c2dcce0e2d3e1315864d146b0,1,0
0x4ea4c21be0878930f11fa9624ee3542fa6db670d,1,0
0x4eb9fee6c9f1894969196c8cb9cf027a79231e5c,1,0
0x4ed0679fc59275fccf822dfcd695e3cf50283879,1,0
0x4eec9e04ef4043ae2c213f313e9b9945e30a4109,1,0
0x4ef88485afa603c4b2b3335fb2ee868e8aad762b,1,0
0x4f0d41bdcbc009cbca3b79ff697bbdd5e3c7b91c,1,0
0x4f15ec17cc7f52f3684312a938652b915eb0e218,1,0
0x4f342d7301938b6b0af8bdea303091f5853a97e9,1,0
0x503287cd4d15d4f83cc5e5dc12c58fd406defbac,1,0
0x5069a8db1ffdca1077a6a997b3a7edc2ef1f7243,1,0
0x50dbdbff913fdda0f4803300332c5d38e683ed44,1,0
0x50f247aef1d8188907c24a1ac81797ae289d757e,1,0
0x51716aca4242585506d7f624e301edb426ffb816,1,0
0x51a40a1696c87859edda567aad4914f53ac2efcc,1,0
0x51d65a93a79acd67da7be155d442b65eb487f5f4,1,0
0x51e6d0ed5bb0e3c8007e2748beeefa3eb54a6669,1,0
0x51f91a92737615d4760f6784461716850c28f7c3,1,0
0x52068d13ca6e426915620cb5dcc94976f41bbb92,1,0
0x521fc11e02ec3bfd1e0b9664dc180a667b46bcf7,1,0
0x52353cae831c8405989026030c1b51bb11f692e3,1,0
